"19","492","21978","date","other"
"3","3","1","2018-07-04","0"
"22","21","8","2018-07-18","0"
"22","21","8","2018-08-01","0"
"22","21","8","2018-08-15","0"
"22","21","8","2018-08-29","0"
"22","21","8","2018-09-12","0"
"22","21","8","2018-09-26","0"
"22","21","8","2018-10-10","0"
"22","21","8","2018-10-24","0"
"22","21","8","2018-11-07","0"
"22","21","8","2018-11-21","0"
"22","21","8","2018-12-05","0"
"22","21","8","2018-12-19","0"
"22","21","8","2019-01-02","0"
"22","21","8","2019-01-16","0"
"22","21","8","2019-01-30","0"
"22","21","8","2019-02-13","0"
"22","21","8","2019-02-27","0"
"22","21","8","2019-03-13","0"
"20","20","7","2019-03-27","0"
"22","21","8","2019-04-10","0"
"22","21","9","2019-04-24","0"
"11","11","6","2019-05-08","0"
"13","12","6","2019-05-22","0"
"27","26","13","2019-06-05","0"
"22","21","11","2019-06-19","0"
"22","21","11","2019-07-03","0"
"19","18","9","2019-07-17","0"
"24","23","12","2019-07-31","0"
"20","20","10","2019-08-14","0"
"22","21","11","2019-08-28","0"
"22","21","11","2019-09-11","0"
"22","21","11","2019-09-25","0"
"24","23","12","2019-10-09","0"
"22","21","11","2019-10-23","0"
"22","21","11","2019-11-06","0"
"24","23","12","2019-11-20","0"
"22","21","11","2019-12-04","0"
"27","26","13","2019-12-18","0"
"24","23","12","2020-01-01","0"
"22","21","11","2020-01-15","0"
"22","21","11","2020-01-29","0"
"24","23","12","2020-02-12","0"
"55","53","28","2020-02-26","0"
"22","21","11","2020-03-11","0"
"24","23","12","2020-03-25","0"
"22","21","11","2020-04-08","0"
"19","18","9","2020-04-22","0"
"22","21","11","2020-05-06","0"
"20","20","10","2020-05-20","0"
"24","23","12","2020-06-03","0"
"24","23","12","2020-06-17","0"
"22","21","11","2020-07-01","0"
"20","20","10","2020-07-15","0"
"27","26","13","2020-07-29","0"
"22","21","11","2020-08-12","0"
"24","23","12","2020-08-26","0"
"24","23","12","2020-09-09","0"
"33","32","17","2020-09-23","0"
"25","24","13","2020-10-07","0"
"19","18","9","2020-10-21","0"
"22","21","11","2020-11-04","0"
"28","27","14","2020-11-18","0"
"27","26","13","2020-12-02","0"
"28","27","14","2020-12-16","0"
"25","24","13","2020-12-30","0"
"28","27","14","2021-01-13","0"
"24","23","12","2021-01-27","0"
"14","14","7","2021-02-10","0"
"24","23","12","2021-02-24","0"
"22","21","11","2021-03-10","0"
"22","21","11","2021-03-24","0"
"22","21","11","2021-04-07","0"
"22","21","11","2021-04-21","0"
"24","23","12","2021-05-05","0"
