"21","597","599","21978","date","other"
"3","3","3","1","2018-03-14","0"
"11","11","10","3","2018-03-28","0"
"12","13","11","3","2018-04-11","0"
"21","22","19","5","2018-04-25","0"
"21","22","19","5","2018-05-09","0"
"21","22","19","5","2018-05-23","0"
"20","20","18","5","2018-06-06","0"
"21","22","19","5","2018-06-20","0"
"21","22","19","5","2018-07-04","0"
"21","22","19","5","2018-07-18","0"
"21","22","19","5","2018-08-01","0"
"21","22","19","5","2018-08-15","0"
"21","22","19","5","2018-08-29","0"
"21","22","19","5","2018-09-12","0"
"21","22","19","6","2018-09-26","0"
"21","22","19","6","2018-10-10","0"
"21","22","19","6","2018-10-24","0"
"21","22","19","6","2018-11-07","0"
"21","22","19","6","2018-11-21","0"
"21","22","19","6","2018-12-05","0"
"21","22","19","6","2018-12-19","0"
"21","22","19","6","2019-01-02","0"
"21","22","19","6","2019-01-16","0"
"21","22","19","6","2019-01-30","0"
"21","22","19","6","2019-02-13","0"
"21","22","19","6","2019-02-27","0"
"14","14","12","4","2019-03-13","0"
"2","2","1","0","2019-03-27","0"
"18","19","16","5","2019-04-10","0"
"21","22","19","7","2019-04-24","0"
"9","9","8","3","2019-05-08","0"
"15","16","14","6","2019-05-22","0"
"24","25","22","9","2019-06-05","0"
"21","22","19","8","2019-06-19","0"
"23","24","20","9","2019-07-03","0"
"23","24","20","9","2019-07-17","0"
"24","25","22","9","2019-07-31","0"
"21","22","19","8","2019-08-14","0"
"21","22","19","8","2019-08-28","0"
"21","22","19","8","2019-09-11","0"
"21","22","19","8","2019-09-25","0"
"24","25","22","9","2019-10-09","0"
"20","20","18","7","2019-10-23","0"
"18","19","16","7","2019-11-06","0"
"23","24","20","9","2019-11-20","0"
"24","25","22","10","2019-12-04","0"
"21","22","19","9","2019-12-18","0"
"24","25","22","10","2020-01-01","0"
"24","25","22","10","2020-01-15","0"
"21","22","19","9","2020-01-29","0"
"21","22","19","9","2020-02-12","0"
"24","25","22","10","2020-02-26","0"
"20","20","18","8","2020-03-11","0"
"23","24","20","10","2020-03-25","0"
"23","24","20","10","2020-04-08","0"
"23","24","20","10","2020-04-22","0"
"26","27","23","11","2020-05-06","0"
"20","20","18","8","2020-05-20","0"
"21","22","19","9","2020-06-03","0"
"21","22","19","9","2020-06-17","0"
"23","24","20","10","2020-07-01","0"
"20","20","18","8","2020-07-15","0"
"29","30","26","12","2020-07-29","0"
"21","22","19","9","2020-08-12","0"
"23","24","20","10","2020-08-26","0"
"23","24","20","10","2020-09-09","0"
"21","22","19","9","2020-09-23","0"
"21","22","19","9","2020-10-07","0"
"23","24","20","10","2020-10-21","0"
"35","36","31","15","2020-11-04","0"
"30","31","27","13","2020-11-18","0"
"24","25","22","10","2020-12-02","0"
"30","31","27","13","2020-12-16","0"
"29","30","26","12","2020-12-30","0"
"26","27","23","11","2021-01-13","0"
"26","27","23","11","2021-01-27","0"
"14","14","12","6","2021-02-10","0"
"27","28","24","12","2021-02-24","0"
"21","22","19","9","2021-03-10","0"
"21","22","19","9","2021-03-24","0"
"21","22","19","9","2021-04-07","0"
"24","25","22","10","2021-04-21","0"
"23","24","20","10","2021-05-05","0"
"24","25","22","10","2021-05-19","0"
