"19","21","492","1685","1693","1773","3798","3843","4004","4158","4255","4840","date","other"
"20","20","20","10","10","10","10","10","9","11","10","10","2018-06-21","0"
"21","21","21","11","11","11","11","11","10","12","11","11","2018-07-05","0"
"21","21","21","11","11","11","11","11","10","12","11","11","2018-07-19","0"
"21","21","21","11","11","11","11","11","10","12","11","11","2018-08-02","0"
"21","21","21","11","11","11","11","11","10","12","11","11","2018-08-16","0"
"21","21","21","11","11","11","11","11","10","12","11","11","2018-08-30","0"
"21","21","21","11","11","11","11","11","10","12","11","11","2018-09-13","0"
"21","21","21","11","11","11","11","11","10","12","11","11","2018-09-27","0"
"21","21","21","11","11","11","11","11","10","12","11","11","2018-10-11","0"
"21","21","21","11","11","11","11","11","10","12","11","11","2018-10-25","0"
"21","21","21","11","11","11","11","11","10","12","11","11","2018-11-08","0"
"21","21","21","11","11","11","11","11","10","12","11","11","2018-11-22","0"
"21","21","21","11","11","11","11","11","10","12","11","11","2018-12-06","0"
"21","21","21","11","11","11","11","11","10","12","11","11","2018-12-20","0"
"21","21","21","11","11","11","11","11","10","12","11","11","2019-01-03","0"
"20","20","20","10","10","10","10","10","9","12","10","10","2019-01-17","0"
"22","21","21","11","11","11","11","11","10","13","11","11","2019-01-31","0"
"22","21","21","11","11","11","11","11","10","13","11","11","2019-02-14","0"
"22","21","21","11","11","11","11","11","10","13","11","11","2019-02-28","0"
"9","9","9","5","5","5","5","5","4","6","5","5","2019-03-14","0"
"3","3","3","2","2","2","2","2","2","2","2","2","2019-03-28","0"
"22","21","21","11","11","11","11","11","11","13","11","11","2019-04-11","0"
"22","21","21","11","11","11","11","11","11","13","11","11","2019-04-25","0"
"9","9","9","5","5","5","5","4","5","6","5","5","2019-05-09","0"
"14","14","14","7","7","7","7","6","7","8","7","7","2019-05-23","0"
"22","21","21","11","11","11","11","10","11","13","11","11","2019-06-06","0"
"25","24","24","13","13","13","13","11","13","15","13","13","2019-06-20","0"
"24","23","23","12","12","12","12","11","12","14","12","12","2019-07-04","0"
"22","21","21","11","11","11","11","10","11","13","11","11","2019-07-18","0"
"22","21","21","11","11","11","11","10","11","12","11","11","2019-08-01","0"
"20","20","20","10","10","10","10","9","10","10","10","10","2019-08-15","0"
"20","20","20","10","10","10","10","9","10","10","10","10","2019-08-29","0"
"22","21","21","11","11","11","11","10","11","11","11","11","2019-09-12","0"
"24","23","23","12","12","12","12","11","12","12","12","12","2019-09-26","0"
"22","21","21","11","11","11","11","10","11","11","11","11","2019-10-10","0"
"24","23","23","12","12","12","12","11","12","12","12","12","2019-10-24","0"
"20","20","20","10","10","10","10","9","10","10","10","10","2019-11-07","0"
"22","21","21","11","11","11","11","10","11","11","11","11","2019-11-21","0"
"23","22","22","11","11","11","11","10","11","11","11","11","2019-12-05","0"
"32","31","31","11","11","11","11","10","11","11","11","11","2019-12-19","0"
"32","31","31","11","11","11","11","10","11","11","11","11","2020-01-02","0"
"34","33","33","12","12","12","12","11","12","12","12","12","2020-01-16","0"
"30","29","29","10","10","10","10","9","10","10","10","10","2020-01-30","0"
"32","31","31","11","11","11","11","10","11","11","11","11","2020-02-13","0"
"30","29","29","10","10","10","10","9","10","10","10","10","2020-02-27","0"
"30","29","29","10","10","10","10","9","10","10","10","10","2020-03-12","0"
"32","31","31","11","11","11","11","10","11","11","11","11","2020-03-26","0"
"32","31","31","11","11","11","11","10","11","11","11","11","2020-04-09","0"
"30","29","29","10","10","10","10","9","10","10","10","10","2020-04-23","0"
"34","33","33","12","12","12","12","11","12","12","12","12","2020-05-07","0"
"9","9","9","3","3","3","3","3","3","3","3","3","2020-05-21","0"
"16","16","16","6","6","6","6","5","6","6","6","6","2020-09-24","0"
"34","33","33","12","12","12","12","11","12","12","12","12","2020-10-08","0"
"37","35","35","13","13","13","13","11","13","13","13","13","2020-10-22","0"
"39","38","38","13","13","13","13","12","13","13","13","13","2020-11-05","0"
"34","33","33","12","12","12","12","11","12","12","12","12","2020-11-19","0"
"34","33","33","12","12","12","12","11","12","12","12","12","2020-12-03","0"
"30","29","29","10","10","10","10","9","10","10","10","10","2020-12-17","0"
"37","35","35","13","13","13","13","11","13","13","13","13","2020-12-31","0"
"34","33","33","12","12","12","12","11","12","12","12","12","2021-01-14","0"
"43","42","42","15","15","15","15","14","15","15","15","15","2021-01-28","0"
"18","18","18","6","6","6","6","6","6","6","6","6","2021-02-11","0"
"34","33","33","12","12","12","12","11","12","12","12","12","2021-02-25","0"
"30","29","29","10","10","10","10","9","10","10","10","10","2021-03-11","0"
"32","31","31","11","11","11","11","10","11","11","11","11","2021-03-25","0"
"32","31","31","11","11","11","11","10","11","11","11","11","2021-04-08","0"
"34","33","33","12","12","12","12","11","12","12","12","12","2021-04-22","0"
"32","31","31","11","11","11","11","10","11","11","11","11","2021-05-06","0"
