"113","122","492","5577","date","other"
"","18","18","7","2017-01-05","0"
"","21","21","8","2017-01-19","0"
"","22","22","9","2017-02-02","0"
"","22","22","9","2017-02-16","0"
"","22","22","9","2017-03-02","0"
"","3","3","1","2018-03-15","0"
"","9","9","3","2018-03-29","0"
"","13","13","5","2018-04-12","0"
"","22","22","8","2018-04-26","0"
"","22","22","8","2018-05-10","0"
"","22","22","8","2018-05-24","0"
"","20","20","7","2018-06-07","0"
"","22","22","8","2018-06-21","0"
"","22","22","8","2018-07-05","0"
"","22","22","8","2018-07-19","0"
"","22","22","8","2018-08-02","0"
"","22","22","8","2018-08-16","0"
"","22","22","8","2018-08-30","0"
"","22","22","8","2018-09-13","0"
"","22","22","8","2018-09-27","0"
"","22","22","8","2018-10-11","0"
"","22","22","8","2018-10-25","0"
"","22","22","8","2018-11-08","0"
"","22","22","8","2018-11-22","0"
"","22","22","8","2018-12-06","0"
"","22","22","8","2018-12-20","0"
"","22","22","8","2019-01-03","0"
"","22","22","8","2019-01-17","0"
"","22","22","8","2019-01-31","0"
"","22","22","8","2019-02-14","0"
"","22","22","8","2019-02-28","0"
"","11","11","4","2019-03-14","0"
"","5","5","2","2019-03-28","0"
"","20","20","7","2019-04-11","0"
"","22","22","8","2019-04-25","0"
"","8","8","3","2019-05-09","0"
"","44","14","5","2019-05-23","0"
"","74","24","9","2019-06-06","0"
"","74","24","9","2019-06-20","0"
"","69","22","8","2019-07-04","0"
"15","70","22","8","2019-07-18","0"
"21","70","22","8","2019-08-01","0"
"20","65","20","7","2019-08-15","0"
"21","70","22","8","2019-08-29","0"
"18","60","19","7","2019-09-12","0"
"21","70","22","8","2019-09-26","0"
"23","75","24","9","2019-10-10","0"
"24","80","25","9","2019-10-24","0"
"21","70","22","8","2019-11-07","0"
"20","65","20","7","2019-11-21","0"
"21","70","22","8","2019-12-05","0"
"23","75","24","9","2019-12-19","0"
"20","65","20","7","2020-01-02","0"
"20","65","20","7","2020-01-16","0"
"20","65","20","7","2020-01-30","0"
"21","70","22","8","2020-02-13","0"
"23","75","24","9","2020-02-27","0"
"21","70","22","8","2020-03-12","0"
"20","65","20","7","2020-03-26","0"
"26","85","27","10","2020-04-09","0"
"24","80","25","9","2020-04-23","0"
"24","80","25","9","2020-05-07","0"
"20","65","20","7","2020-05-21","0"
"21","70","22","8","2020-06-04","0"
"20","65","20","7","2020-06-18","0"
"23","75","24","9","2020-07-02","0"
"18","60","19","7","2020-07-16","0"
"27","90","28","10","2020-07-30","0"
"26","85","27","10","2020-08-13","0"
"24","80","25","9","2020-08-27","0"
"23","75","24","9","2020-09-10","0"
"23","75","24","9","2020-09-24","0"
"23","75","24","9","2020-10-08","0"
"33","110","35","13","2020-10-22","0"
"24","80","25","9","2020-11-05","0"
"30","100","31","11","2020-11-19","0"
"29","95","30","11","2020-12-03","0"
"27","90","28","10","2020-12-17","0"
"27","90","28","10","2020-12-31","0"
"26","85","27","10","2021-01-14","0"
"21","70","22","8","2021-01-28","0"
"18","60","19","7","2021-02-11","0"
"24","80","25","9","2021-02-25","0"
"21","70","22","8","2021-03-11","0"
"21","70","22","8","2021-03-25","0"
"21","70","22","8","2021-04-08","0"
"21","70","22","8","2021-04-22","0"
"24","80","25","9","2021-05-06","0"
"21","70","22","8","2021-05-20","0"
