"19","492","493","21978","999999","date","other"
"11","11","12","3","","2016-07-21","0"
"22","21","25","6","","2016-08-04","0"
"22","21","25","6","","2016-08-18","0"
"22","21","25","6","0","2016-09-01","0"
"22","21","25","6","1","2016-09-15","0"
"22","21","25","6","1","2016-09-29","0"
"22","21","25","6","1","2016-10-13","0"
"22","21","25","6","1","2016-10-27","0"
"22","21","25","6","1","2016-11-10","0"
"22","21","25","6","1","2016-11-24","0"
"22","21","25","6","1","2016-12-08","0"
"22","21","25","6","1","2016-12-22","0"
"22","21","25","6","1","2017-01-05","0"
"22","21","25","6","1","2017-01-19","0"
"22","21","25","6","1","2017-02-02","0"
"22","21","25","6","1","2017-02-16","0"
"22","21","25","6","1","2017-03-02","0"
"19","18","21","5","1","2017-03-16","0"
"22","21","25","6","1","2017-03-30","0"
"22","21","25","6","1","2017-04-13","0"
"22","21","25","6","1","2017-04-27","0"
"22","21","25","6","1","2017-05-11","0"
"22","21","25","6","1","2017-05-25","0"
"22","21","25","6","1","2017-06-08","0"
"20","20","23","6","1","2017-06-22","0"
"22","21","25","6","1","2017-07-06","0"
"22","21","25","6","1","2017-07-20","0"
"17","17","20","5","1","2017-08-03","0"
"20","20","20","6","1","2017-08-17","0"
"11","11","","4","1","2017-08-31","0"
"16","15","","5","1","2017-09-14","0"
"14","14","","5","1","2017-09-28","0"
"13","12","","4","1","2017-10-12","0"
"13","12","","4","1","2017-10-26","0"
"14","14","","5","1","2017-11-09","0"
"11","11","","4","1","2017-11-23","0"
"13","12","","4","0","2017-12-07","0"
"14","14","","5","","2017-12-21","0"
"16","15","","5","","2018-01-04","0"
"14","14","","5","","2018-01-18","0"
"11","11","","4","","2018-02-01","0"
"13","12","","4","","2018-02-15","0"
"14","14","","5","","2018-03-01","0"
"13","12","","4","","2018-03-15","0"
"9","9","","3","","2018-03-29","0"
"16","15","","5","","2018-04-12","0"
"22","21","","7","","2018-04-26","0"
"22","21","","7","","2018-05-10","0"
"22","21","","7","","2018-05-24","0"
"22","21","","7","","2018-06-07","0"
"22","21","","7","","2018-06-21","0"
"22","21","","7","","2018-07-05","0"
"22","21","","7","","2018-07-19","0"
"22","21","","7","","2018-08-02","0"
"22","21","","7","","2018-08-16","0"
"22","21","","7","","2018-08-30","0"
"22","21","","7","","2018-09-13","0"
"22","21","","7","","2018-09-27","0"
"22","21","","7","","2018-10-11","0"
"22","21","","7","","2018-10-25","0"
"22","21","","7","","2018-11-08","0"
"22","21","","7","","2018-11-22","0"
"22","21","","7","","2018-12-06","0"
"22","21","","7","","2018-12-20","0"
"22","21","","7","","2019-01-03","0"
"22","21","","7","","2019-01-17","0"
"22","21","","7","","2019-01-31","0"
"22","21","","7","","2019-02-14","0"
"22","21","","7","","2019-02-28","0"
"13","12","","4","","2019-03-14","0"
"22","21","","7","","2019-04-11","0"
"22","21","","7","","2019-04-25","0"
"9","9","","3","","2019-05-09","0"
"14","14","","5","","2019-05-23","0"
"24","23","","9","","2019-06-06","0"
"24","23","","9","","2019-06-20","0"
"24","23","","9","","2019-07-04","0"
"24","23","","9","","2019-07-18","0"
"22","21","","8","","2019-08-01","0"
"24","23","","9","","2019-08-15","0"
"24","23","","9","","2019-08-29","0"
"24","23","","9","","2019-09-12","0"
"25","24","","9","","2019-09-26","0"
"24","23","","9","","2019-10-10","0"
"25","24","","9","","2019-10-24","0"
"20","20","","7","","2019-11-07","0"
"25","24","","9","","2019-11-21","0"
"20","20","","8","","2019-12-05","0"
"28","27","","12","","2019-12-19","0"
"22","21","","9","","2020-01-02","0"
"25","24","","10","","2020-01-16","0"
"22","21","","9","","2020-01-30","0"
"20","20","","8","","2020-02-13","0"
"25","24","","10","","2020-02-27","0"
"28","27","","12","","2020-03-12","0"
"20","20","","8","","2020-03-26","0"
"20","20","","8","","2020-04-09","0"
"25","24","","10","","2020-04-23","0"
"24","23","","10","","2020-05-07","0"
"20","20","","8","","2020-05-21","0"
"22","21","","9","","2020-06-04","0"
"22","21","","9","","2020-06-18","0"
"24","23","","10","","2020-07-02","0"
"22","21","","9","","2020-07-16","0"
"22","21","","9","","2020-07-30","0"
"19","18","","8","","2020-08-13","0"
"22","21","","9","","2020-08-27","0"
"22","21","","9","","2020-09-10","0"
"20","20","","8","","2020-09-24","0"
"22","21","","9","","2020-10-08","0"
"22","21","","9","","2020-10-22","0"
"28","27","","12","","2020-11-05","0"
"28","27","","12","","2020-11-19","0"
"25","24","","10","","2020-12-03","0"
"30","29","","12","","2020-12-17","0"
"25","24","","10","","2020-12-31","0"
"30","29","","12","","2021-01-14","0"
"33","32","","14","","2021-01-28","0"
"14","14","","6","","2021-02-11","0"
"24","23","","10","","2021-02-25","0"
"27","26","","11","","2021-03-11","0"
"22","21","","9","","2021-03-25","0"
"22","21","","9","","2021-04-08","0"
"25","24","","10","","2021-04-22","0"
"22","21","","9","","2021-05-06","0"
"25","24","","10","","2021-05-20","0"
