"21","597","1738","date","other"
"13","12","3","2020-03-25","0"
"24","23","5","2020-04-08","0"
"20","20","5","2020-04-22","0"
"24","23","5","2020-05-06","0"
"22","21","5","2020-05-20","0"
"24","23","5","2020-06-03","0"
"22","21","5","2020-06-17","0"
"24","23","5","2020-07-01","0"
"19","18","4","2020-07-15","0"
"25","24","6","2020-07-29","0"
"24","23","5","2020-08-12","0"
"22","21","5","2020-08-26","0"
"27","26","6","2020-09-09","0"
"22","21","5","2020-09-23","0"
"24","23","5","2020-10-07","0"
"27","26","6","2020-10-21","0"
"30","29","7","2020-11-04","0"
"28","27","6","2020-11-18","0"
"33","32","8","2020-12-02","0"
"30","29","7","2020-12-16","0"
"22","21","5","2020-12-30","0"
"31","30","7","2021-01-13","0"
"31","30","7","2021-01-27","0"
"13","12","3","2021-02-10","0"
"20","20","5","2021-02-24","0"
"24","23","5","2021-03-10","0"
"22","21","5","2021-03-24","0"
"24","23","5","2021-04-07","0"
"22","21","5","2021-04-21","0"
"22","21","5","2021-05-05","0"
"22","21","5","2021-05-19","0"
