"19","122","597","701","21978","date","other"
"3","3","3","3","1","2020-06-03","0"
"21","21","21","21","5","2020-06-17","0"
"23","23","23","23","5","2020-07-01","0"
"18","18","18","18","4","2020-07-15","0"
"23","23","23","23","5","2020-07-29","0"
"18","18","18","18","4","2020-08-12","0"
"17","17","17","17","5","2020-08-26","0"
"21","21","21","21","6","2020-09-09","0"
"21","21","21","21","6","2020-09-23","0"
"23","23","23","23","6","2020-10-07","0"
"29","29","29","29","8","2020-10-21","0"
"32","32","32","32","9","2020-11-04","0"
"27","27","27","27","8","2020-11-18","0"
"26","26","26","26","7","2020-12-02","0"
"24","24","24","24","7","2020-12-16","0"
"26","26","26","26","7","2020-12-30","0"
"21","21","21","21","6","2021-01-13","0"
"32","32","32","32","9","2021-01-27","0"
"12","12","12","12","3","2021-02-10","0"
"21","21","21","21","6","2021-02-24","0"
"21","21","21","21","6","2021-03-10","0"
"21","21","21","21","6","2021-03-24","0"
"21","21","21","21","6","2021-04-07","0"
"21","21","21","21","6","2021-04-21","0"
"21","21","21","21","6","2021-05-05","0"
