"19","21","597","701","21978","date","other"
"6","6","6","6","1","2018-03-14","0"
"11","11","11","11","3","2018-03-28","0"
"14","14","14","14","3","2018-04-11","0"
"21","21","21","21","5","2018-04-25","0"
"21","21","21","21","5","2018-05-09","0"
"21","21","21","21","5","2018-05-23","0"
"21","21","21","21","5","2018-06-06","0"
"21","21","21","21","5","2018-06-20","0"
"21","21","21","21","5","2018-07-04","0"
"21","21","21","21","5","2018-07-18","0"
"21","21","21","21","5","2018-08-01","0"
"21","21","21","21","5","2018-08-15","0"
"21","21","21","21","5","2018-08-29","0"
"21","21","21","21","5","2018-09-12","0"
"21","21","21","21","5","2018-09-26","0"
"21","21","21","21","5","2018-10-10","0"
"21","21","21","21","5","2018-10-24","0"
"21","21","21","22","5","2018-11-07","0"
"21","21","21","22","5","2018-11-21","0"
"21","21","21","22","5","2018-12-05","0"
"21","21","21","22","5","2018-12-19","0"
"21","21","21","22","5","2019-01-02","0"
"21","21","21","22","5","2019-01-16","0"
"21","21","21","22","5","2019-01-30","0"
"21","21","21","22","5","2019-02-13","0"
"21","21","21","22","5","2019-02-27","0"
"12","12","12","13","3","2019-03-13","0"
"18","18","18","19","4","2019-04-10","0"
"21","21","21","22","5","2019-04-24","0"
"11","11","11","11","3","2019-05-08","0"
"12","12","12","13","3","2019-05-22","0"
"22","22","22","22","6","2019-06-05","0"
"22","22","22","22","6","2019-06-19","0"
"22","22","22","22","6","2019-07-03","0"
"25","25","25","25","7","2019-07-17","0"
"22","22","22","22","6","2019-07-31","0"
"20","20","20","20","6","2019-08-14","0"
"24","24","24","24","6","2019-08-28","0"
"22","22","22","22","6","2019-09-11","0"
"22","22","22","22","6","2019-09-25","0"
"22","22","22","22","6","2019-10-09","0"
"24","24","24","24","6","2019-10-23","0"
"20","20","20","20","6","2019-11-06","0"
"20","20","20","20","6","2019-11-20","0"
"22","22","22","22","7","2019-12-04","0"
"22","22","22","22","7","2019-12-18","0"
"24","24","24","24","8","2020-01-01","0"
"22","22","22","22","7","2020-01-15","0"
"22","22","22","22","7","2020-01-29","0"
"25","25","25","25","7","2020-02-12","0"
"30","30","30","30","7","2020-02-26","0"
"37","37","37","37","8","2020-03-11","0"
"32","32","32","32","7","2020-03-25","0"
"32","32","32","32","7","2020-04-08","0"
"32","32","32","32","7","2020-04-22","0"
"34","34","34","34","8","2020-05-06","0"
"32","32","32","32","7","2020-05-20","0"
"34","34","34","34","8","2020-06-03","0"
"32","32","32","32","7","2020-06-17","0"
"39","39","39","39","9","2020-07-01","0"
"27","27","27","27","6","2020-07-15","0"
"37","37","37","37","8","2020-07-29","0"
"30","30","30","30","7","2020-08-12","0"
"32","32","32","32","7","2020-08-26","0"
"32","32","32","32","7","2020-09-09","0"
"34","34","34","34","8","2020-09-23","0"
"32","32","32","32","7","2020-10-07","0"
"27","27","27","27","6","2020-10-21","0"
"37","37","37","37","8","2020-11-04","0"
"32","32","32","32","7","2020-11-18","0"
"39","39","39","39","9","2020-12-02","0"
"37","37","37","37","8","2020-12-16","0"
"34","34","34","34","8","2020-12-30","0"
"37","37","37","37","8","2021-01-13","0"
"37","37","37","37","8","2021-01-27","0"
"27","27","27","27","6","2021-02-10","0"
"34","34","34","34","8","2021-02-24","0"
"32","32","32","32","7","2021-03-10","0"
"34","34","34","34","8","2021-03-24","0"
"37","37","37","37","8","2021-04-07","0"
"34","34","34","34","8","2021-04-21","0"
"34","34","34","34","8","2021-05-05","0"
"32","32","32","32","7","2021-05-19","0"
