"19","492","493","699","4345","21978","999999","date","other"
"6","6","7","6","6","2","0","2017-06-07","0"
"20","20","22","20","20","6","1","2017-06-21","0"
"21","21","24","21","21","6","1","2017-07-05","0"
"21","21","24","21","21","6","1","2017-07-19","0"
"18","18","21","18","18","5","1","2017-08-02","0"
"20","20","22","20","20","6","1","2017-08-16","0"
"11","11","12","11","11","3","1","2017-08-30","0"
"12","12","14","12","12","3","1","2017-09-13","0"
"14","14","15","14","14","4","1","2017-09-27","0"
"12","12","14","12","12","3","1","2017-10-11","0"
"11","11","12","11","11","3","1","2017-10-25","0"
"14","14","15","14","14","4","1","2017-11-08","0"
"11","11","12","11","11","3","1","2017-11-22","0"
"14","14","15","14","14","4","0","2017-12-06","0"
"12","12","14","12","12","3","","2017-12-20","0"
"15","15","17","15","15","4","","2018-01-03","0"
"12","12","14","12","12","3","","2018-01-17","0"
"15","15","17","15","15","4","","2018-01-31","0"
"11","11","12","11","11","3","","2018-02-14","0"
"14","14","15","14","14","4","","2018-02-28","0"
"9","9","10","9","9","3","","2018-03-14","0"
"9","9","10","9","9","3","","2018-03-28","0"
"14","14","15","14","14","4","","2018-04-11","0"
"20","20","22","20","20","6","","2018-04-25","0"
"21","21","24","21","21","6","","2018-05-09","0"
"21","21","24","21","21","6","","2018-05-23","0"
"21","21","24","21","21","6","","2018-06-06","0"
"21","21","24","21","21","6","","2018-06-20","0"
"21","21","24","21","21","6","","2018-07-04","0"
"21","21","42","21","21","6","","2018-07-18","0"
"21","21","45","21","21","6","","2018-08-01","0"
"21","21","45","21","21","6","","2018-08-15","0"
"21","21","45","21","21","6","","2018-08-29","0"
"21","21","45","21","21","6","","2018-09-12","0"
"21","21","45","21","21","6","","2018-09-26","0"
"21","21","45","21","21","6","","2018-10-10","0"
"21","21","45","21","21","6","","2018-10-24","0"
"21","21","45","21","21","6","","2018-11-07","0"
"21","21","45","21","21","6","","2018-11-21","0"
"24","24","51","24","24","7","","2018-12-05","0"
"21","21","45","21","21","6","","2018-12-19","0"
"21","21","45","21","21","6","","2019-01-02","0"
"21","21","45","21","21","6","","2019-01-16","0"
"21","21","45","21","21","6","","2019-01-30","0"
"21","21","45","21","21","6","","2019-02-13","0"
"21","21","45","21","21","6","","2019-02-27","0"
"12","12","26","12","12","3","","2019-03-13","0"
"5","5","10","5","5","1","","2019-03-27","0"
"18","18","39","18","18","5","","2019-04-10","0"
"21","21","45","21","21","6","","2019-04-24","0"
"9","9","19","9","9","3","","2019-05-08","0"
"12","12","26","12","12","4","","2019-05-22","0"
"21","21","45","21","21","7","","2019-06-05","0"
"21","21","45","21","21","7","","2019-06-19","0"
"21","21","45","21","21","7","","2019-07-03","0"
"23","23","48","23","23","8","","2019-07-17","0"
"23","23","48","23","23","8","","2019-07-31","0"
"20","20","42","20","20","7","","2019-08-14","0"
"21","21","45","21","21","7","","2019-08-28","0"
"21","21","45","21","21","7","","2019-09-11","0"
"23","23","48","23","23","8","","2019-09-25","0"
"23","23","48","23","23","8","","2019-10-09","0"
"23","23","48","23","23","8","","2019-10-23","0"
"20","20","42","20","20","7","","2019-11-06","0"
"23","23","48","23","23","8","","2019-11-20","0"
"27","27","58","27","27","10","","2019-12-04","0"
"26","26","55","26","26","10","","2019-12-18","0"
"20","20","42","20","20","7","","2020-01-01","0"
"23","23","48","23","23","9","","2020-01-15","0"
"23","23","35","23","23","9","","2020-01-29","0"
"26","26","26","26","26","10","","2020-02-12","0"
"26","26","26","26","26","10","","2020-02-26","0"
"23","23","23","23","23","9","","2020-03-11","0"
"26","26","26","26","26","10","","2020-03-25","0"
"20","20","20","20","20","7","","2020-04-08","0"
"21","21","21","21","21","8","","2020-04-22","0"
"24","24","24","24","24","9","","2020-05-06","0"
"20","20","20","20","20","7","","2020-05-20","0"
"23","23","23","23","23","9","","2020-06-03","0"
"21","21","21","21","21","8","","2020-06-17","0"
"21","21","21","21","21","8","","2020-07-01","0"
"24","24","24","24","24","9","","2020-07-15","0"
"21","21","21","21","21","8","","2020-07-29","0"
"18","18","18","18","18","7","","2020-08-12","0"
"23","23","23","23","23","9","","2020-08-26","0"
"21","21","21","21","21","8","","2020-09-09","0"
"21","21","21","21","21","8","","2020-09-23","0"
"23","23","23","23","23","9","","2020-10-07","0"
"21","21","21","21","21","8","","2020-10-21","0"
"24","24","24","24","24","9","","2020-11-04","0"
"29","29","29","29","29","11","","2020-11-18","0"
"24","24","24","24","24","9","","2020-12-02","0"
"27","27","27","27","27","10","","2020-12-16","0"
"29","29","29","29","29","11","","2020-12-30","0"
"21","21","21","21","21","8","","2021-01-13","0"
"27","27","27","27","27","10","","2021-01-27","0"
"15","15","15","15","15","6","","2021-02-10","0"
"24","24","24","24","24","9","","2021-02-24","0"
"23","23","23","23","23","9","","2021-03-10","0"
"21","21","21","21","21","8","","2021-03-24","0"
"21","21","21","21","21","8","","2021-04-07","0"
"21","21","21","21","21","8","","2021-04-21","0"
"21","21","21","21","21","8","","2021-05-05","0"
"21","21","21","21","21","8","","2021-05-19","0"
