"19","492","1625","1774","3871","3964","4004","4182","4758","7481","date","other"
"10","10","6","6","","","","","","","2018-09-27","0"
"21","21","12","12","","","","","","","2018-10-11","0"
"28","28","12","12","7","7","7","7","7","7","2018-10-25","0"
"31","31","12","12","10","10","10","10","10","10","2018-11-08","0"
"31","31","12","12","10","10","10","10","10","10","2018-11-22","0"
"31","31","12","12","10","10","10","10","10","10","2018-12-06","0"
"31","31","12","12","10","10","10","10","10","10","2018-12-20","0"
"31","31","12","12","10","10","10","10","10","10","2019-01-03","0"
"31","31","12","12","10","10","10","10","10","10","2019-01-17","0"
"31","31","12","12","10","10","10","10","10","10","2019-01-31","0"
"31","31","12","12","10","10","10","10","10","10","2019-02-14","0"
"31","31","12","12","10","10","10","10","10","10","2019-02-28","0"
"29","29","11","11","9","9","9","9","9","9","2019-03-14","0"
"31","31","12","12","10","10","10","10","10","10","2019-03-28","0"
"31","31","12","12","10","10","10","10","10","10","2019-04-11","0"
"31","31","12","12","10","10","10","10","10","10","2019-04-25","0"
"13","13","5","5","4","4","4","4","4","4","2019-05-09","0"
"18","18","7","7","6","6","6","6","6","6","2019-05-23","0"
"31","31","12","12","10","10","10","10","10","10","2019-06-06","0"
"33","33","13","13","11","11","11","11","11","11","2019-06-20","0"
"33","33","13","13","11","11","11","11","11","11","2019-07-04","0"
"33","33","13","13","11","11","11","11","11","11","2019-07-18","0"
"35","35","14","14","11","11","11","11","11","11","2019-08-01","0"
"29","29","11","11","9","9","9","9","9","9","2019-08-15","0"
"33","33","13","13","11","11","11","11","11","11","2019-08-29","0"
"35","35","14","14","11","11","11","11","11","11","2019-09-12","0"
"31","31","12","12","10","10","10","10","10","10","2019-09-26","0"
"38","38","15","15","12","12","12","12","12","12","2019-10-10","0"
"38","38","15","15","12","12","12","12","12","12","2019-10-24","0"
"33","33","13","13","11","11","11","11","11","11","2019-11-07","0"
"29","29","11","11","9","9","9","9","9","9","2019-11-21","0"
"31","31","12","12","10","10","10","10","10","10","2019-12-05","0"
"35","35","14","14","11","11","11","11","11","11","2019-12-19","0"
"31","31","12","12","10","10","10","10","10","10","2020-01-02","0"
"31","31","12","12","10","10","10","10","10","10","2020-01-16","0"
"33","33","13","13","11","11","11","11","11","11","2020-01-30","0"
"33","33","13","13","11","11","11","11","11","11","2020-02-13","0"
"153","153","59","59","49","49","49","49","49","49","2020-02-27","0"
"38","38","15","15","12","12","12","12","12","12","2020-03-12","0"
"29","29","11","11","9","9","9","9","9","9","2020-03-26","0"
"33","33","13","13","11","11","11","11","11","11","2020-04-09","0"
"27","27","10","10","9","9","9","9","9","9","2020-04-23","0"
"33","33","13","13","11","11","11","11","11","11","2020-05-07","0"
"33","33","13","13","11","11","11","11","11","11","2020-05-21","0"
"31","31","12","12","10","10","10","10","10","10","2020-06-04","0"
"31","31","12","12","10","10","10","10","10","10","2020-06-18","0"
"31","31","12","12","10","10","10","10","10","10","2020-07-02","0"
"31","31","12","12","10","10","10","10","10","10","2020-07-16","0"
"31","31","12","12","10","10","10","10","10","10","2020-07-30","0"
"27","27","10","10","9","9","9","9","9","9","2020-08-13","0"
"27","27","10","10","9","9","9","9","9","9","2020-08-27","0"
"38","38","15","15","12","12","12","12","12","12","2020-09-10","0"
"33","33","13","13","11","11","11","11","11","11","2020-09-24","0"
"40","40","15","15","13","13","13","13","13","13","2020-10-08","0"
"51","51","20","20","16","16","16","16","16","16","2020-10-22","0"
"49","49","19","19","16","16","16","16","16","16","2020-11-05","0"
"38","38","15","15","12","12","12","12","12","12","2020-11-19","0"
"40","40","15","15","13","13","13","13","13","13","2020-12-03","0"
"49","49","19","19","16","16","16","16","16","16","2020-12-17","0"
"38","38","15","15","12","12","12","12","12","12","2020-12-31","0"
"33","33","13","13","11","11","11","11","11","11","2021-01-14","0"
"42","42","16","16","14","14","14","14","14","14","2021-01-28","0"
"22","22","9","9","7","7","7","7","7","7","2021-02-11","0"
"31","31","12","12","10","10","10","10","10","10","2021-02-25","0"
"31","31","12","12","10","10","10","10","10","10","2021-03-11","0"
"31","31","12","12","10","10","10","10","10","10","2021-03-25","0"
"31","31","12","12","10","10","10","10","10","10","2021-04-08","0"
"31","31","12","12","10","10","10","10","10","10","2021-04-22","0"
"31","31","12","12","10","10","10","10","10","10","2021-05-06","0"
